,Unnamed: 0,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity_<1hour_ocean,ocean_proximity_inland,ocean_proximity_island,ocean_proximity_near_bay,ocean_proximity_near_ocean
3327,3327,-122.83,38.89,11.0,640,134,268,90,3.4514,100000.0,1,0,0,0,0
3328,3328,-122.72,38.88,29.0,2781,537,890,310,1.9906,96600.0,0,1,0,0,0
3329,3329,-122.74,38.83,12.0,4515,909,1554,528,3.3531,90800.0,1,0,0,0,0
3330,3330,-122.48,38.9,10.0,304,63,161,61,2.1964,112500.0,0,1,0,0,0
3331,3331,-122.59,38.92,15.0,1410,329,599,273,2.1953,75000.0,0,1,0,0,0
3332,3332,-122.6,38.9,23.0,292,56,92,41,2.9583,91700.0,0,1,0,0,0
3333,3333,-122.62,38.92,13.0,520,115,249,109,1.8417,84700.0,0,1,0,0,0
3334,3334,-122.65,38.92,30.0,70,38,20,13,4.125,112500.0,0,1,0,0,0
3335,3335,-122.64,38.87,16.0,1177,240,519,199,1.5739,73500.0,0,1,0,0,0
3336,3336,-122.5,38.82,12.0,2394,443,877,341,2.5625,109200.0,0,1,0,0,0
3337,3337,-122.51,38.76,9.0,2589,482,1050,374,4.0435,132600.0,0,1,0,0,0
3338,3338,-122.55,38.81,7.0,3639,637,1027,421,3.8831,132100.0,0,1,0,0,0
3339,3339,-122.59,38.78,15.0,764,145,366,143,3.375,103100.0,0,1,0,0,0
3340,3340,-122.66,38.81,22.0,852,176,461,142,3.4375,83300.0,0,1,0,0,0
3341,3341,-122.68,38.76,29.0,994,226,302,117,2.3125,67900.0,0,1,0,0,0
3342,3342,-122.62,38.73,21.0,1425,323,727,287,2.1474,85300.0,0,1,0,0,0
3343,3343,-122.64,38.71,20.0,531,126,231,96,2.625,89600.0,0,1,0,0,0
3344,3344,-122.52,38.7,26.0,102,17,43,13,0.536,87500.0,0,1,0,0,0
3345,3345,-121.11,41.07,26.0,1707,308,761,250,2.7188,48100.0,0,1,0,0,0
3346,3346,-120.96,41.12,29.0,779,136,364,123,2.5,59200.0,0,1,0,0,0
3347,3347,-121.07,40.85,17.0,976,202,511,175,3.6641,80800.0,0,1,0,0,0
3348,3348,-120.38,40.98,27.0,777,185,318,115,1.6833,40000.0,0,1,0,0,0
3349,3349,-120.35,40.63,33.0,240,49,63,22,3.625,200000.0,0,1,0,0,0
3350,3350,-120.77,40.65,11.0,2635,667,280,132,1.7214,118300.0,0,1,0,0,0
3351,3351,-121.02,40.51,17.0,890,167,406,154,3.3036,78300.0,0,1,0,0,0
3352,3352,-120.96,40.28,19.0,683,139,302,111,2.5,64100.0,0,1,0,0,0
3353,3353,-121.03,40.35,52.0,5486,1044,1977,754,2.1833,49500.0,0,1,0,0,0
3354,3354,-120.67,40.5,15.0,5343,537,2503,902,3.5962,85900.0,0,1,0,0,0
3355,3355,-120.57,40.43,15.0,2045,461,1121,402,2.6902,71500.0,0,1,0,0,0
3356,3356,-120.66,40.42,35.0,1450,325,717,297,2.5074,66400.0,0,1,0,0,0
3357,3357,-120.65,40.42,39.0,3240,652,1467,621,2.1875,64300.0,0,1,0,0,0
3358,3358,-120.66,40.41,52.0,2081,478,1051,419,2.2992,70200.0,0,1,0,0,0
3359,3359,-120.64,40.41,50.0,1741,424,987,383,1.5066,59300.0,0,1,0,0,0
3360,3360,-120.71,40.36,19.0,4462,828,2229,777,3.5536,105700.0,0,1,0,0,0
3361,3361,-120.58,40.37,16.0,3412,667,1873,590,2.2661,61800.0,0,1,0,0,0
3362,3362,-120.42,40.38,26.0,1652,313,762,280,2.4757,85600.0,0,1,0,0,0
3363,3363,-120.36,40.45,19.0,689,143,355,127,1.7333,70000.0,0,1,0,0,0
3364,3364,-120.51,40.41,36.0,36,8,4198,7,5.5179,67500.0,0,1,0,0,0
3365,3365,-120.54,40.29,17.0,3391,623,1529,571,3.4028,91000.0,0,1,0,0,0
3366,3366,-120.49,40.31,16.0,1821,360,969,359,3.4643,85100.0,0,1,0,0,0
3367,3367,-120.37,40.17,21.0,789,141,406,146,2.1198,73500.0,0,1,0,0,0
3368,3368,-120.2,40.26,26.0,2399,518,1037,443,2.6765,47600.0,0,1,0,0,0
3369,3369,-120.09,39.92,19.0,2335,518,1028,383,1.7267,60700.0,0,1,0,0,0
3370,3370,-118.27,34.27,27.0,5205,859,2363,888,6.1946,276100.0,1,0,0,0,0
3371,3371,-118.28,34.26,32.0,1079,207,486,167,4.9833,213000.0,1,0,0,0,0
3372,3372,-118.29,34.26,33.0,3177,713,1845,612,4.008,191100.0,1,0,0,0,0
3373,3373,-118.3,34.26,37.0,2824,633,1619,573,3.5568,184500.0,1,0,0,0,0
3374,3374,-118.3,34.26,42.0,2186,423,1145,439,4.81,191900.0,1,0,0,0,0
3375,3375,-118.28,34.25,35.0,2045,450,1166,407,3.5214,197600.0,1,0,0,0,0
3376,3376,-118.28,34.25,29.0,2559,537,1886,769,2.6036,162100.0,1,0,0,0,0
3377,3377,-118.29,34.25,19.0,1988,594,1399,527,2.4727,175000.0,1,0,0,0,0
3378,3378,-118.29,34.25,8.0,5568,1514,3565,1374,3.0795,161500.0,1,0,0,0,0
3379,3379,-118.27,34.25,37.0,2489,454,1215,431,5.0234,257600.0,1,0,0,0,0
3380,3380,-118.27,34.25,35.0,2091,360,879,326,4.4485,261900.0,1,0,0,0,0
3381,3381,-118.27,34.24,30.0,2180,369,1050,390,6.3688,277600.0,1,0,0,0,0
3382,3382,-118.27,34.25,35.0,779,143,371,150,4.6635,230100.0,1,0,0,0,0
3383,3383,-118.27,34.25,39.0,699,150,358,143,4.4375,195800.0,1,0,0,0,0
3384,3384,-118.28,34.24,32.0,2542,526,1278,493,4.45,263600.0,1,0,0,0,0
3385,3385,-118.28,34.24,29.0,3390,580,1543,576,5.6184,316900.0,1,0,0,0,0
3386,3386,-118.3,34.25,36.0,1300,304,688,261,3.1523,176700.0,1,0,0,0,0
3387,3387,-118.33,34.24,31.0,6434,1188,3540,1131,4.2639,293300.0,1,0,0,0,0
3388,3388,-118.35,34.22,19.0,9259,1653,3963,1595,5.997,228700.0,1,0,0,0,0
3389,3389,-118.35,34.22,30.0,1260,222,638,229,4.1302,258300.0,1,0,0,0,0
3390,3390,-118.35,34.21,39.0,1470,312,1047,284,3.275,181400.0,1,0,0,0,0
3391,3391,-118.35,34.21,42.0,1073,220,804,226,3.75,172600.0,1,0,0,0,0
3392,3392,-118.31,34.28,34.0,3258,610,1810,633,5.1145,219900.0,1,0,0,0,0
3393,3393,-118.31,34.27,35.0,1446,274,759,291,6.0808,215600.0,1,0,0,0,0
3394,3394,-118.3,34.26,43.0,1510,310,809,277,3.599,176500.0,1,0,0,0,0
3395,3395,-118.3,34.26,40.0,1065,214,605,183,4.1964,185900.0,1,0,0,0,0
3396,3396,-118.31,34.26,38.0,2264,460,1124,388,4.2685,189600.0,1,0,0,0,0
3397,3397,-118.31,34.26,41.0,1297,327,733,315,3.0583,160300.0,1,0,0,0,0
3398,3398,-118.31,34.26,34.0,1797,363,948,363,4.1339,187300.0,1,0,0,0,0
3399,3399,-118.32,34.26,32.0,3690,791,1804,715,4.4875,222700.0,1,0,0,0,0
3400,3400,-118.35,34.28,30.0,3214,513,1700,533,4.6944,248200.0,1,0,0,0,0
3401,3401,-118.33,34.27,29.0,3034,732,1776,702,3.1349,230200.0,1,0,0,0,0
3402,3402,-118.35,34.27,32.0,604,108,314,113,6.2037,205400.0,1,0,0,0,0
3403,3403,-118.34,34.26,37.0,1776,301,702,265,5.2661,314900.0,1,0,0,0,0
3404,3404,-118.35,34.25,34.0,2795,460,1267,443,6.1464,354400.0,1,0,0,0,0
3405,3405,-118.36,34.26,34.0,3677,573,1598,568,6.838,378000.0,1,0,0,0,0
3406,3406,-118.3,34.26,28.0,1643,489,1142,458,3.1607,200600.0,1,0,0,0,0
3407,3407,-118.3,34.25,44.0,1442,285,859,292,4.5833,197300.0,1,0,0,0,0
3408,3408,-118.31,34.26,37.0,1444,246,624,239,5.76,239400.0,1,0,0,0,0
3409,3409,-118.31,34.26,36.0,1882,453,1005,409,3.8,217100.0,1,0,0,0,0
3410,3410,-118.32,34.26,24.0,5106,1010,2310,957,4.4375,191500.0,1,0,0,0,0
3411,3411,-118.39,34.28,24.0,4694,820,3566,777,4.4818,166200.0,1,0,0,0,0
3412,3412,-118.38,34.28,22.0,4428,825,3152,836,4.7932,166300.0,1,0,0,0,0
3413,3413,-118.4,34.28,16.0,6573,1480,6161,1473,3.3304,154900.0,1,0,0,0,0
3414,3414,-118.38,34.27,8.0,3248,847,2608,731,2.8214,158300.0,1,0,0,0,0
3415,3415,-118.41,34.29,35.0,1008,204,1162,215,3.35,147600.0,1,0,0,0,0
3416,3416,-118.41,34.29,32.0,1591,320,1818,306,4.2969,145800.0,1,0,0,0,0
3417,3417,-118.42,34.28,29.0,1271,272,1338,266,4.125,150000.0,1,0,0,0,0
3418,3418,-118.41,34.28,32.0,2574,531,2609,472,3.7566,146700.0,1,0,0,0,0
3419,3419,-118.4,34.28,22.0,3517,810,3134,847,2.6652,164800.0,1,0,0,0,0
3420,3420,-118.42,34.28,35.0,822,200,1197,203,3.2865,133300.0,1,0,0,0,0
3421,3421,-118.42,34.28,34.0,1999,427,2391,439,2.8,144300.0,1,0,0,0,0
3422,3422,-118.42,34.27,33.0,1209,341,1097,283,1.6295,134300.0,1,0,0,0,0
3423,3423,-118.42,34.27,33.0,937,216,1216,212,3.3214,131300.0,1,0,0,0,0
3424,3424,-118.42,34.27,35.0,674,153,808,173,2.6667,147800.0,1,0,0,0,0
3425,3425,-118.43,34.28,30.0,1384,308,2054,301,3.0132,142600.0,1,0,0,0,0
3426,3426,-118.43,34.27,31.0,1130,276,1533,269,4.2353,156800.0,1,0,0,0,0
3427,3427,-118.43,34.27,36.0,1002,250,1312,249,3.024,148000.0,1,0,0,0,0
3428,3428,-118.42,34.27,37.0,1024,246,1371,239,3.225,147500.0,1,0,0,0,0
3429,3429,-118.43,34.26,30.0,1246,373,1990,369,3.5104,140900.0,1,0,0,0,0
3430,3430,-118.43,34.26,37.0,1269,348,1835,335,3.2583,147200.0,1,0,0,0,0
3431,3431,-118.44,34.27,35.0,777,187,1022,186,3.4,139600.0,1,0,0,0,0
3432,3432,-118.43,34.26,43.0,729,172,935,174,2.9519,140900.0,1,0,0,0,0
3433,3433,-118.42,34.25,37.0,1545,341,1909,352,3.6791,148100.0,1,0,0,0,0
3434,3434,-118.43,34.25,35.0,1447,335,1630,306,2.9205,143100.0,1,0,0,0,0
3435,3435,-118.42,34.26,26.0,1788,521,2582,484,2.1062,136400.0,1,0,0,0,0
3436,3436,-118.41,34.26,38.0,870,205,1065,222,2.5313,136100.0,1,0,0,0,0
3437,3437,-118.42,34.26,36.0,973,221,1086,218,3.4519,143300.0,1,0,0,0,0
3438,3438,-118.42,34.26,37.0,1789,424,2279,411,3.9,138600.0,1,0,0,0,0
3439,3439,-118.41,34.27,38.0,858,203,1250,204,2.9219,137900.0,1,0,0,0,0
3440,3440,-118.42,34.27,35.0,2700,702,3444,679,1.4867,124000.0,1,0,0,0,0
3441,3441,-118.4,34.26,13.0,4379,872,2560,853,4.2538,154300.0,1,0,0,0,0
3442,3442,-118.4,34.25,13.0,1872,497,1927,432,2.2019,134200.0,1,0,0,0,0
3443,3443,-118.41,34.25,19.0,280,84,483,87,1.95,137500.0,1,0,0,0,0
3444,3444,-118.41,34.25,33.0,827,192,981,184,2.6429,143100.0,1,0,0,0,0
3445,3445,-118.41,34.25,36.0,1146,259,1173,272,3.6016,153800.0,1,0,0,0,0
3446,3446,-118.41,34.25,18.0,3447,857,3663,817,3.2284,157100.0,1,0,0,0,0
3447,3447,-118.42,34.24,17.0,2049,548,2243,541,2.525,163700.0,1,0,0,0,0
3448,3448,-118.42,34.25,36.0,1430,331,1502,312,3.6292,145200.0,1,0,0,0,0
3449,3449,-118.43,34.32,34.0,2657,515,1948,532,4.233,157400.0,1,0,0,0,0
3450,3450,-118.43,34.33,18.0,5891,920,2882,911,5.901,235600.0,1,0,0,0,0
3451,3451,-118.44,34.32,14.0,6235,1286,3568,1190,4.1724,211600.0,1,0,0,0,0
3452,3452,-118.42,34.31,19.0,6755,1443,4205,1395,3.9583,163200.0,1,0,0,0,0
3453,3453,-118.42,34.3,29.0,3334,712,2919,718,3.6548,180300.0,1,0,0,0,0
3454,3454,-118.41,34.32,18.0,6572,1105,3473,1067,5.2987,203400.0,1,0,0,0,0
3455,3455,-118.41,34.3,28.0,3187,569,2205,559,5.1668,187400.0,1,0,0,0,0
3456,3456,-118.42,34.32,30.0,3027,604,1970,590,4.3409,156000.0,1,0,0,0,0
3457,3457,-118.44,34.31,14.0,4151,941,3163,915,4.0301,154300.0,1,0,0,0,0
3458,3458,-118.44,34.31,22.0,3182,822,2661,746,2.7472,160100.0,1,0,0,0,0
3459,3459,-118.44,34.3,38.0,1595,314,1181,327,3.4,155500.0,1,0,0,0,0
3460,3460,-118.45,34.31,9.0,1739,358,820,323,4.0556,182500.0,1,0,0,0,0
3461,3461,-118.45,34.32,23.0,3481,641,1952,682,4.26,189400.0,1,0,0,0,0
3462,3462,-118.46,34.32,10.0,5777,1112,2917,1056,4.1514,194100.0,1,0,0,0,0
3463,3463,-118.45,34.31,28.0,1532,287,977,275,4.4773,173100.0,1,0,0,0,0
3464,3464,-118.46,34.3,32.0,2424,476,2291,419,4.0337,158500.0,1,0,0,0,0
3465,3465,-118.46,34.31,24.0,2920,601,1460,598,4.2708,218200.0,1,0,0,0,0
3466,3466,-118.47,34.32,13.0,2664,518,1468,521,4.8988,325200.0,1,0,0,0,0
3467,3467,-118.48,34.33,9.0,2384,395,1697,402,6.0891,270100.0,1,0,0,0,0
3468,3468,-118.48,34.31,31.0,1091,256,892,238,3.0,172400.0,1,0,0,0,0
3469,3469,-118.47,34.3,16.0,2495,551,2314,567,3.6736,192200.0,1,0,0,0,0
3470,3470,-118.46,34.29,24.0,3668,890,3151,810,3.0526,183300.0,1,0,0,0,0
3471,3471,-118.47,34.29,18.0,4256,987,3401,955,4.2935,190000.0,1,0,0,0,0
3472,3472,-118.49,34.29,26.0,4516,611,1714,581,9.2873,431800.0,1,0,0,0,0
3473,3473,-118.49,34.28,27.0,2535,389,1071,386,6.8695,319400.0,1,0,0,0,0
3474,3474,-118.49,34.28,31.0,3508,585,1957,588,6.6458,285500.0,1,0,0,0,0
3475,3475,-118.49,34.31,25.0,1024,145,357,147,7.0598,356300.0,1,0,0,0,0
3476,3476,-118.52,34.32,18.0,7498,976,3189,955,8.1248,374000.0,1,0,0,0,0
3477,3477,-118.51,34.3,24.0,6145,868,2710,875,7.5078,344000.0,1,0,0,0,0
3478,3478,-118.51,34.28,29.0,4239,653,1890,631,6.3911,301700.0,1,0,0,0,0
3479,3479,-118.51,34.29,29.0,1287,194,525,187,6.4171,319300.0,1,0,0,0,0
3480,3480,-118.52,34.29,28.0,2272,320,868,312,7.7464,474600.0,1,0,0,0,0
3481,3481,-118.52,34.3,17.0,4542,621,2144,597,8.8467,450700.0,1,0,0,0,0
3482,3482,-118.45,34.3,27.0,2676,537,2661,623,4.3047,152100.0,1,0,0,0,0
3483,3483,-118.45,34.3,35.0,4085,919,3988,906,3.4812,160200.0,1,0,0,0,0
3484,3484,-118.54,34.28,18.0,5481,780,2477,764,6.7248,377200.0,1,0,0,0,0
3485,3485,-118.55,34.28,16.0,8879,537,3468,1200,8.1125,428600.0,1,0,0,0,0
3486,3486,-118.54,34.28,10.0,7665,999,3517,998,10.8805,500001.0,1,0,0,0,0
3487,3487,-118.54,34.3,22.0,4423,622,1995,582,8.2159,376200.0,1,0,0,0,0
3488,3488,-118.57,34.29,4.0,6995,1151,2907,1089,7.0808,341200.0,1,0,0,0,0
3489,3489,-118.45,34.28,38.0,1527,332,1303,340,3.5714,152000.0,1,0,0,0,0
3490,3490,-118.46,34.28,23.0,1663,302,1242,283,5.5931,217600.0,1,0,0,0,0
3491,3491,-118.47,34.27,33.0,1549,264,881,289,5.1408,222900.0,1,0,0,0,0
3492,3492,-118.48,34.28,35.0,2132,368,1128,341,5.3107,227100.0,1,0,0,0,0
3493,3493,-118.48,34.28,35.0,1511,274,873,254,5.5608,226700.0,1,0,0,0,0
3494,3494,-118.47,34.27,17.0,1444,282,523,270,2.7353,192400.0,1,0,0,0,0
3495,3495,-118.47,34.27,35.0,1150,185,741,178,5.741,220600.0,1,0,0,0,0
3496,3496,-118.48,34.27,34.0,1231,222,702,222,4.9323,223700.0,1,0,0,0,0
3497,3497,-118.48,34.27,33.0,2649,449,1303,437,4.9955,216800.0,1,0,0,0,0
3498,3498,-118.45,34.27,33.0,1194,229,839,230,3.705,185800.0,1,0,0,0,0
3499,3499,-118.45,34.27,35.0,1579,300,1012,265,5.1296,195900.0,1,0,0,0,0
3500,3500,-118.46,34.27,30.0,1576,282,1004,284,4.8015,179700.0,1,0,0,0,0
3501,3501,-118.46,34.27,28.0,1865,463,1182,440,2.6193,172300.0,1,0,0,0,0
3502,3502,-118.44,34.27,36.0,1111,275,1333,266,3.5347,158100.0,1,0,0,0,0
3503,3503,-118.44,34.27,29.0,1701,419,1616,371,3.3603,142400.0,1,0,0,0,0
3504,3504,-118.45,34.26,35.0,1724,311,992,315,4.8359,195600.0,1,0,0,0,0
3505,3505,-118.45,34.25,36.0,1453,270,808,275,4.3839,204600.0,1,0,0,0,0
3506,3506,-118.45,34.26,35.0,1637,300,894,302,4.175,209600.0,1,0,0,0,0
3507,3507,-118.46,34.26,33.0,1358,247,738,235,5.0947,210300.0,1,0,0,0,0
3508,3508,-118.46,34.26,36.0,1394,254,761,262,4.9485,217100.0,1,0,0,0,0
3509,3509,-118.46,34.25,33.0,2202,433,1135,407,4.2143,224200.0,1,0,0,0,0
3510,3510,-118.46,34.25,32.0,2217,422,1064,427,3.6989,208600.0,1,0,0,0,0
3511,3511,-118.47,34.26,34.0,1300,289,650,291,3.8875,199200.0,1,0,0,0,0
3512,3512,-118.47,34.26,35.0,1898,344,1123,347,5.5792,218400.0,1,0,0,0,0
3513,3513,-118.48,34.26,36.0,1770,296,938,304,5.749,238000.0,1,0,0,0,0
3514,3514,-118.49,34.26,27.0,2722,468,1164,419,4.6591,239900.0,1,0,0,0,0
3515,3515,-118.47,34.25,34.0,1732,399,1120,401,4.1492,195700.0,1,0,0,0,0
3516,3516,-118.48,34.25,36.0,1951,395,1040,375,5.1619,195300.0,1,0,0,0,0
3517,3517,-118.48,34.25,35.0,1442,276,795,268,4.9688,216900.0,1,0,0,0,0
3518,3518,-118.48,34.25,35.0,1865,335,1074,337,5.1068,223300.0,1,0,0,0,0
3519,3519,-118.49,34.25,33.0,2088,383,960,362,4.3333,232900.0,1,0,0,0,0
3520,3520,-118.49,34.27,34.0,4877,815,2521,781,5.5714,225900.0,1,0,0,0,0
3521,3521,-118.49,34.27,33.0,3047,527,1578,507,4.58,236200.0,1,0,0,0,0
3522,3522,-118.5,34.27,35.0,2235,390,1148,416,4.869,221600.0,1,0,0,0,0
3523,3523,-118.51,34.28,34.0,3580,565,1694,524,5.4065,243800.0,1,0,0,0,0
3524,3524,-118.52,34.28,33.0,1975,271,801,287,7.8193,379600.0,1,0,0,0,0
3525,3525,-118.51,34.27,34.0,3787,771,1966,738,4.055,222500.0,1,0,0,0,0
3526,3526,-118.51,34.27,36.0,2276,429,1001,419,4.1042,252100.0,1,0,0,0,0
3527,3527,-118.52,34.27,36.0,3204,538,1499,499,5.5649,271200.0,1,0,0,0,0
3528,3528,-118.53,34.27,32.0,1931,298,948,314,5.3847,329200.0,1,0,0,0,0
3529,3529,-118.53,34.26,18.0,3674,537,1590,550,8.176,308400.0,1,0,0,0,0
3530,3530,-118.54,34.26,22.0,5303,838,2372,807,5.6912,311800.0,1,0,0,0,0
3531,3531,-118.54,34.27,28.0,2309,300,931,302,6.7415,348200.0,1,0,0,0,0
3532,3532,-118.53,34.27,33.0,1927,305,896,293,5.634,320500.0,1,0,0,0,0
3533,3533,-118.54,34.26,23.0,4960,592,1929,586,10.9052,500001.0,1,0,0,0,0
3534,3534,-118.55,34.26,21.0,4018,536,1508,529,8.203,445400.0,1,0,0,0,0
3535,3535,-118.55,34.27,25.0,4919,661,2183,625,8.1356,352800.0,1,0,0,0,0
3536,3536,-118.5,34.26,33.0,2831,510,1340,504,4.8316,237300.0,1,0,0,0,0
3537,3537,-118.52,34.26,21.0,8850,2139,4717,1979,3.7816,254200.0,1,0,0,0,0
3538,3538,-118.51,34.26,29.0,2472,354,1109,397,5.5433,332500.0,1,0,0,0,0
3539,3539,-118.52,34.25,11.0,7849,1664,3561,1500,4.6625,290900.0,1,0,0,0,0
3540,3540,-118.49,34.26,25.0,8389,1872,4483,1747,3.5497,261300.0,1,0,0,0,0
3541,3541,-118.49,34.25,28.0,4054,712,2164,746,5.0,258000.0,1,0,0,0,0
3542,3542,-118.57,34.27,20.0,7384,845,2795,872,9.6047,500001.0,1,0,0,0,0
3543,3543,-118.59,34.26,20.0,8146,1131,3562,1054,7.167,357100.0,1,0,0,0,0
3544,3544,-118.61,34.24,17.0,5406,895,2337,882,6.0137,375900.0,1,0,0,0,0
3545,3545,-118.63,34.24,9.0,4759,924,1884,915,4.8333,277200.0,1,0,0,0,0
3546,3546,-118.62,34.26,15.0,10860,1653,4178,1581,6.3249,262100.0,1,0,0,0,0
3547,3547,-118.6,34.26,18.0,6154,1070,3010,1034,5.6392,271500.0,1,0,0,0,0
3548,3548,-118.61,34.25,16.0,8295,1506,3903,1451,5.5111,276600.0,1,0,0,0,0
3549,3549,-118.63,34.22,18.0,1376,225,670,205,6.5146,277600.0,1,0,0,0,0
3550,3550,-118.64,34.22,25.0,2762,410,1166,439,6.8643,333700.0,1,0,0,0,0
3551,3551,-118.66,34.23,18.0,897,142,263,110,6.1288,350000.0,1,0,0,0,0
3552,3552,-118.61,34.23,26.0,3727,572,1724,530,6.1419,327300.0,1,0,0,0,0
3553,3553,-118.61,34.22,24.0,5256,758,2474,780,7.3252,333700.0,1,0,0,0,0
3554,3554,-118.6,34.23,19.0,8866,2355,5005,2194,3.2564,230300.0,1,0,0,0,0
3555,3555,-118.59,34.23,17.0,6592,1525,4459,1463,3.0347,254500.0,1,0,0,0,0
3556,3556,-118.56,34.25,31.0,1962,243,697,242,8.565,500001.0,1,0,0,0,0
3557,3557,-118.56,34.24,23.0,2980,362,1208,378,8.1714,500001.0,1,0,0,0,0
3558,3558,-118.57,34.25,34.0,5098,778,2239,778,5.6149,273100.0,1,0,0,0,0
3559,3559,-118.58,34.24,26.0,3239,647,1529,590,3.2426,236900.0,1,0,0,0,0
3560,3560,-118.59,34.25,15.0,9716,2387,4992,2225,3.6231,193300.0,1,0,0,0,0
3561,3561,-118.57,34.25,20.0,4679,609,1945,609,8.7471,419900.0,1,0,0,0,0
3562,3562,-118.58,34.25,23.0,4883,769,2119,725,5.521,280800.0,1,0,0,0,0
3563,3563,-118.56,34.23,36.0,3215,529,1710,539,5.5126,248400.0,1,0,0,0,0
3564,3564,-118.56,34.23,36.0,2406,432,1242,454,4.6944,221800.0,1,0,0,0,0
3565,3565,-118.57,34.23,22.0,3275,648,1746,585,4.9676,221900.0,1,0,0,0,0
3566,3566,-118.58,34.23,29.0,3907,773,2037,727,4.1023,230200.0,1,0,0,0,0
3567,3567,-118.59,34.23,14.0,4407,1209,2676,1128,3.4091,168800.0,1,0,0,0,0
3568,3568,-118.58,34.23,35.0,1917,314,1019,340,4.8929,234900.0,1,0,0,0,0
3569,3569,-118.58,34.22,35.0,1969,339,950,340,4.875,230400.0,1,0,0,0,0
3570,3570,-118.59,34.22,17.0,6015,1464,3056,1347,4.0077,229000.0,1,0,0,0,0
3571,3571,-118.51,34.25,24.0,4338,558,1514,549,8.8612,500001.0,1,0,0,0,0
3572,3572,-118.51,34.24,31.0,5297,664,1986,657,8.6454,483500.0,1,0,0,0,0
3573,3573,-118.51,34.23,36.0,3324,448,1190,423,7.2772,477200.0,1,0,0,0,0
3574,3574,-118.52,34.24,6.0,3218,949,2295,876,3.0926,418500.0,1,0,0,0,0
3575,3575,-118.52,34.23,35.0,1471,210,735,219,8.3841,472200.0,1,0,0,0,0
3576,3576,-118.53,34.25,20.0,6331,1537,2957,1509,3.3892,323100.0,1,0,0,0,0
3577,3577,-118.54,34.24,24.0,4631,1164,2360,1083,3.0977,264000.0,1,0,0,0,0
3578,3578,-118.53,34.24,24.0,2718,719,3018,644,2.9076,275300.0,1,0,0,0,0
3579,3579,-118.54,34.23,35.0,3422,601,1690,574,4.375,232900.0,1,0,0,0,0
3580,3580,-118.53,34.23,27.0,2131,543,1065,528,3.2404,230400.0,1,0,0,0,0
3581,3581,-118.54,34.25,26.0,2639,378,1191,401,6.2788,322200.0,1,0,0,0,0
3582,3582,-118.55,34.24,21.0,5751,1082,2230,1016,4.3458,407500.0,1,0,0,0,0
3583,3583,-118.55,34.23,25.0,4409,1018,4579,1010,2.8727,245100.0,1,0,0,0,0
3584,3584,-118.51,34.23,27.0,4580,918,2252,850,4.7926,454400.0,1,0,0,0,0
3585,3585,-118.52,34.22,21.0,4617,1101,2891,1031,3.2289,318100.0,1,0,0,0,0
3586,3586,-118.53,34.23,32.0,4039,984,2675,941,3.0321,240000.0,1,0,0,0,0
3587,3587,-118.54,34.22,34.0,2193,513,1299,497,3.6187,211600.0,1,0,0,0,0
3588,3588,-118.54,34.23,29.0,1753,342,1318,333,4.125,241400.0,1,0,0,0,0
3589,3589,-118.45,34.25,34.0,2094,380,1207,380,5.2801,212300.0,1,0,0,0,0
3590,3590,-118.46,34.24,11.0,5363,1160,2783,1034,3.8583,170700.0,1,0,0,0,0
3591,3591,-118.47,34.25,21.0,2692,477,1330,456,4.5417,238900.0,1,0,0,0,0
3592,3592,-118.47,34.24,19.0,2405,661,1855,621,2.3111,255400.0,1,0,0,0,0
3593,3593,-118.48,34.24,32.0,2621,412,1285,414,6.6537,267600.0,1,0,0,0,0
3594,3594,-118.49,34.25,30.0,2871,470,1335,458,5.0232,253900.0,1,0,0,0,0
3595,3595,-118.49,34.24,35.0,2707,446,1224,445,5.2939,244200.0,1,0,0,0,0
3596,3596,-118.49,34.24,34.0,1971,316,917,307,6.0965,262300.0,1,0,0,0,0
3597,3597,-118.5,34.25,32.0,2333,389,969,331,4.8164,241100.0,1,0,0,0,0
3598,3598,-118.5,34.25,32.0,2411,380,1040,344,6.155,257300.0,1,0,0,0,0
3599,3599,-118.5,34.24,34.0,2634,412,1114,423,5.9401,315300.0,1,0,0,0,0
3600,3600,-118.5,34.23,26.0,3082,573,1590,586,4.5167,319000.0,1,0,0,0,0
3601,3601,-118.49,34.23,32.0,4373,683,2040,693,5.2668,242300.0,1,0,0,0,0
3602,3602,-118.49,34.22,30.0,1756,314,899,288,5.0325,238200.0,1,0,0,0,0
3603,3603,-118.47,34.23,22.0,8350,2717,9135,2452,2.5008,160000.0,1,0,0,0,0
3604,3604,-118.48,34.23,35.0,1963,310,919,297,4.7583,258600.0,1,0,0,0,0
3605,3605,-118.48,34.23,30.0,1762,263,761,292,6.5268,273100.0,1,0,0,0,0
3606,3606,-118.48,34.23,29.0,3354,707,1752,650,4.5484,239900.0,1,0,0,0,0
3607,3607,-118.46,34.23,20.0,4609,1499,5349,1377,2.7121,169400.0,1,0,0,0,0
3608,3608,-118.46,34.23,16.0,6338,1768,4718,1632,3.0187,154600.0,1,0,0,0,0
3609,3609,-118.43,34.25,38.0,921,239,1023,241,3.4514,151900.0,1,0,0,0,0
3610,3610,-118.42,34.24,36.0,1181,220,775,218,4.7228,183800.0,1,0,0,0,0
3611,3611,-118.43,34.24,36.0,1488,313,1221,296,4.0208,171400.0,1,0,0,0,0
